graph,trial,algo,start,goal,success,path_len,path_cost,nodes_expanded,time_sec,n_nodes,n_edges,density
gnp_50,1,astar,0,20,yes,8,38,45,0.000124,50,64,0.0522
gnp_50,1,astar_manhattan,0,20,yes,8,38,44,0.000199,46,64,0.0618
gnp_50,1,astar_euclidean,0,20,yes,8,38,44,0.000201,46,64,0.0618
gnp_50,1,bfs,0,20,yes,8,0,46,3.7e-05,46,64,0.0618
gnp_50,1,dfs,0,20,yes,16,0,40,4.6e-05,46,64,0.0618
