graph,trial,algo,start,goal,success,path_len,path_cost,nodes_expanded,time_sec,n_nodes,n_edges,density
grid_10x10,1,astar,9,90,yes,19,75,99,0.000302,100,170,0.0343
grid_10x10,1,astar_manhattan,9,90,yes,19,75,99,0.000422,100,170,0.0343
grid_10x10,1,astar_euclidean,9,90,yes,19,75,99,0.000366,100,170,0.0343
grid_10x10,1,bfs,9,90,yes,19,0,100,9.3e-05,100,170,0.0343
grid_10x10,1,dfs,9,90,yes,23,0,22,2.8e-05,100,170,0.0343
