graph,trial,algo,start,goal,success,path_len,path_cost,nodes_expanded,time_sec,n_nodes,n_edges,density
geo_4000,1,astar_null,0,0,yes,1,0,0,7.6e-05,4000,1269036,0.1587
geo_4000,1,astar_manhattan,0,0,yes,1,0,0,2.8e-05,4000,1269036,0.1587
geo_4000,1,astar_euclidean,0,0,yes,1,0,0,1.2e-05,4000,1269036,0.1587
